Date,Brand,Model,Price,Quantity,Total Price,Customer Name,City,State,Payment Mode,Dealer
45170,Honda,Unicorn,166609,2,333218,Mrs. Linda Ramos,Nixonburgh,Gujarat,Online,"Baker, Brown and Eaton"
45298,Honda,Unicorn,274830,2,549660,Gabrielle Villa,Scottport,Rajasthan,EMI,"Vaughn, Randolph and Nichols"
45641,Yamaha,FZS,161142,1,161142,Jeffrey Mercer,New Jennifer,Maharashtra,Online,"Barron, Simmons and Lewis"
45500,Yamaha,MT-15,142870,1,142870,Julian Webb,Peterside,Maharashtra,Credit Card,Griffith-Brown
45626,Harley-Davidson,Forty-Eight,81670,1,81670,Leslie Tucker,Lake Frank,Maharashtra,Credit Card,Harrington LLC
45701,Royal Enfield,Classic 350,406857,1,406857,James Martinez,Robinsonborough,Delhi,Credit Card,Wiggins-Gonzalez
45094,Yamaha,MT-15,220836,2,441672,Michael Hancock,Port Denise,Tamil Nadu,Cash,Wilson-Rice
45328,Royal Enfield,Bullet 350,314243,3,942729,Mark Gonzalez,Andrewshire,Rajasthan,Debit Card,"Freeman, Suarez and Morales"
45761,Kawasaki,Versys,306424,2,612848,Alexis Daniel,West Monica,Rajasthan,Debit Card,Cline-Ball
45447,Honda,CB Shine,224322,1,224322,Andrea Bryant,Johnville,Rajasthan,EMI,"Ellison, Preston and Oliver"
45226,Suzuki,Gixxer,112969,1,112969,Carmen Gonzalez,Chavezton,Delhi,Debit Card,Riley Ltd
45084,Honda,CB Shine,368787,2,737574,Erica Downs,Christophermouth,Tamil Nadu,Online,Williamson-Ballard
45703,Ducati,Monster,430256,3,1290768,Jessica Saunders,Danielborough,Delhi,EMI,"Ortiz, Hall and Johnson"
45744,Yamaha,FZS,440214,2,880428,Paul Brown,South Caseymouth,Maharashtra,EMI,Torres-Smith
45212,Honda,CBR500R,256519,3,769557,Kathy Welch,Jenkinsstad,Delhi,Debit Card,"Arnold, Fisher and Moore"
45081,Yamaha,FZ,303757,3,911271,Tonya Miller,New Kristafort,Tamil Nadu,Online,Frank-Anderson
45444,Suzuki,Intruder,136028,1,136028,Isaac Brown,Norrisland,Rajasthan,Debit Card,Mcdowell Group
45117,Harley-Davidson,Iron 883,342791,2,685582,Frederick Everett,Zacharybury,Maharashtra,Debit Card,Brown Group
45638,Harley-Davidson,Iron 883,474076,2,948152,Mary Holland,Lake Morganshire,Gujarat,Credit Card,"Sparks, Martin and Stevens"
45360,Harley-Davidson,Forty-Eight,298612,3,895836,Brian Berry,South Christopher,Gujarat,Debit Card,Cummings-Harris
45750,Ducati,Scrambler,433035,1,433035,Steven Hammond,Cookbury,Gujarat,EMI,Matthews-Moyer
45767,Yamaha,MT-15,412333,2,824666,Erica Wilkinson,West Crystaltown,Delhi,EMI,"Sanchez, Perry and Cochran"
45053,Ducati,Panigale,252569,1,252569,Mrs. Crystal Vincent,Wilsonstad,Karnataka,EMI,"Smith, Hughes and Tyler"
45414,Suzuki,Access 125,223531,1,223531,Karen English,Warrenchester,Tamil Nadu,Online,Flowers-Briggs
45287,Harley-Davidson,Iron 883,381608,2,763216,Christopher Turner,North Michaelchester,Tamil Nadu,Credit Card,Dickson PLC
45511,Kawasaki,Ninja 300,397369,2,794738,Craig Webb,Elizabethton,West Bengal,Online,Gilmore Group
45280,Honda,CB Shine,384641,3,1153923,Elizabeth Stephens,Lake Sarahstad,Karnataka,EMI,Le-Johnson
45620,Kawasaki,Z650,334973,3,1004919,Kristin Ellis,South Christopherchester,Gujarat,Credit Card,Brown-Lozano
45485,Honda,CBR500R,296722,1,296722,Regina Khan MD,Port Joshuaborough,Maharashtra,Credit Card,Johnson Ltd
45756,Harley-Davidson,Street 750,384896,3,1154688,Kevin Dixon,Justinburgh,Delhi,Debit Card,"Brown, Martinez and Murray"
45396,Ducati,Scrambler,124492,3,373476,Misty Martinez,Earlstad,Gujarat,Online,Hansen-Morse
45482,Suzuki,Gixxer,279744,3,839232,Samantha Hall,Hansenfurt,West Bengal,Debit Card,"Smith, Perez and Whitaker"
45377,Harley-Davidson,Street 750,434557,2,869114,Suzanne Barker,New Coreyhaven,Rajasthan,Cash,Jefferson and Sons
45692,Yamaha,MT-15,298380,2,596760,Robert Stone,East Alan,Maharashtra,Cash,Brown-Black
45433,Ducati,Panigale,174726,3,524178,Daniel Mills,Harveyfurt,Maharashtra,Debit Card,Dickerson Inc
45451,Yamaha,FZ,409215,3,1227645,Christopher Malone,East Rebeccaburgh,Delhi,Cash,"Graves, Duran and Green"
45634,Royal Enfield,Bullet 350,458983,1,458983,Dillon Wright,South Stephenton,Maharashtra,EMI,"Velez, Solis and Matthews"
45252,Kawasaki,Z650,257603,3,772809,Michael Lozano,South Ericmouth,Rajasthan,Debit Card,Mcdaniel-Barron
45614,Yamaha,MT-15,153822,2,307644,Melvin Thornton,Jonesbury,Gujarat,Debit Card,Sanchez and Sons
45389,Kawasaki,Versys,406670,3,1220010,Holly Chandler,Nicholebury,West Bengal,Credit Card,Farrell-Oconnor
45704,Ducati,Panigale,464234,2,928468,Michael May,Tammyburgh,Delhi,Debit Card,Taylor-Miller
45757,Kawasaki,Z650,414840,3,1244520,Joshua Jordan,Adamtown,West Bengal,Credit Card,"Sanchez, Parker and Rivera"
45521,Kawasaki,Z650,308954,3,926862,Jeremiah Schroeder,West Christopherton,Rajasthan,Cash,Perry LLC
45488,Honda,Hornet,318977,1,318977,Bailey Williams,New Michaelfort,Maharashtra,Debit Card,"Jones, Allen and Little"
45340,Harley-Davidson,Street 750,331857,3,995571,Tamara Caldwell,Patrickview,West Bengal,Online,Collins and Sons
45728,Harley-Davidson,Forty-Eight,279856,2,559712,Tiffany Doyle,Clarkview,Delhi,Online,Bailey-Kent
45261,Yamaha,FZS,111339,1,111339,Christopher Ritter,Hillbury,Rajasthan,Debit Card,Gonzalez-Pierce
45583,Yamaha,FZS,161297,3,483891,Ann Fry,New Ryan,Maharashtra,Cash,Thomas-Bell
45538,Kawasaki,Versys,349725,3,1049175,Jamie Anderson,West Jessicaland,Gujarat,Online,Ford Group
45276,Royal Enfield,Bullet 350,256022,3,768066,Benjamin Stewart,West Jasmine,Karnataka,Credit Card,"Hawkins, Thomas and Lawrence"
45370,Ducati,Monster,201551,3,604653,Kelly Flores,Jacobton,Karnataka,Debit Card,"Hernandez, Beck and King"
45280,Harley-Davidson,Forty-Eight,86716,2,173432,Edward Singh,North Sabrinafort,West Bengal,Cash,Williams and Sons
45091,Kawasaki,Versys,234996,3,704988,Michael Villanueva,West Michael,Delhi,Debit Card,Wilson Group
45101,Yamaha,FZS,264463,2,528926,Sandra Carpenter,Perezview,Karnataka,Online,Perry-Huff
45302,Harley-Davidson,Street 750,426948,1,426948,Erik Hansen,Danielleshire,Maharashtra,Cash,Mason and Sons
45249,Honda,Hornet,168183,2,336366,Anthony Garrison,North Kimfort,Tamil Nadu,Cash,"Rodriguez, Young and Wagner"
45607,Ducati,Panigale,445283,2,890566,Peter Gonzalez,North Stephenbury,Tamil Nadu,Cash,"Martinez, Scott and Nelson"
45456,Ducati,Scrambler,296778,2,593556,Aaron Green,Rojasburgh,Karnataka,EMI,Snyder Ltd
45099,Suzuki,Gixxer,191584,1,191584,Jessica Oneal,Port Christopherside,Karnataka,Credit Card,Blanchard-Guerra
45605,Suzuki,Gixxer,317091,3,951273,Michael Clark,Goldenmouth,Tamil Nadu,EMI,Williamson Inc
45045,Honda,Hornet,113751,3,341253,Samantha Bentley,Port Garychester,Gujarat,Cash,Smith-Miller
45071,Suzuki,Gixxer,203257,3,609771,Karen Jones,West James,West Bengal,Cash,Munoz-Taylor
45689,Harley-Davidson,Street 750,111486,3,334458,Lisa Mitchell,South Brittanyfurt,Karnataka,Cash,"Rios, Thornton and Jackson"
45335,Yamaha,FZ,132506,1,132506,Daniel Vazquez,New Monicaview,Rajasthan,Online,"Schneider, Estrada and Ewing"
45297,Kawasaki,Z650,206775,2,413550,Cody Thompson,Lake Rickey,Rajasthan,Credit Card,"Johnson, Gibson and Riley"
45133,Harley-Davidson,Iron 883,169156,2,338312,Cory Martinez,Lake Michaelchester,Tamil Nadu,Online,Sanchez Ltd
45625,Ducati,Panigale,496766,2,993532,Catherine Miller,Salasland,Maharashtra,Credit Card,Simmons-Patterson
45041,Kawasaki,Z650,354092,1,354092,James Weber,East Thomas,Maharashtra,EMI,"Rivera, Vaughan and Gray"
45605,Royal Enfield,Himalayan,222652,2,445304,Christopher Morrow,Paulastad,Rajasthan,EMI,Long and Sons
45319,Suzuki,Gixxer,430015,2,860030,Barbara Yu,Anthonyburgh,Maharashtra,Debit Card,"Robinson, Potter and Benjamin"
45647,Suzuki,Access 125,443282,3,1329846,Adam King,Harveyview,Tamil Nadu,EMI,"Hoffman, Rogers and Randolph"
45483,Kawasaki,Z650,336906,1,336906,Maria Ortiz,Thomasberg,Karnataka,Debit Card,Morris-Greer
45256,Royal Enfield,Himalayan,363394,1,363394,Nicholas Rogers,Patriciaborough,Maharashtra,Online,"Harris, Burch and Sanders"
45421,Yamaha,MT-15,314720,2,629440,David Crosby,Cannonmouth,West Bengal,Credit Card,Alvarez Ltd
45646,Royal Enfield,Classic 350,100271,3,300813,Amanda Butler MD,Port Anthony,Tamil Nadu,Online,"Horn, Bernard and Martinez"
45708,Ducati,Panigale,118728,3,356184,Hannah Green,Martineztown,Rajasthan,EMI,Mays-Alexander
45476,Ducati,Scrambler,103008,1,103008,Kenneth Haney,North Deannamouth,Rajasthan,Cash,Gomez LLC
45625,Suzuki,Gixxer,465715,1,465715,Carolyn Hansen,Mitchellshire,Rajasthan,Online,Turner-Jimenez
45239,Harley-Davidson,Street 750,415150,3,1245450,Justin Esparza,Richardsonbury,Karnataka,EMI,"Burgess, Berry and Chase"
45493,Honda,Unicorn,92482,1,92482,Amber Smith,Dawnberg,West Bengal,Debit Card,Garcia-Taylor
45220,Honda,Unicorn,300333,3,900999,Joyce Harris,West Andre,Gujarat,Cash,Romero-Lee
45726,Ducati,Panigale,273107,1,273107,Jessica Jones,North Shaunmouth,Delhi,Debit Card,Martinez-Raymond
45452,Ducati,Scrambler,427999,1,427999,Patricia Oconnor,Youngport,West Bengal,EMI,Dorsey Ltd
45563,Kawasaki,Z650,287614,3,862842,Joseph Dixon,East Sarah,Karnataka,Credit Card,Davis-Wheeler
45567,Ducati,Monster,378950,2,757900,Brandon Doyle,South Wanda,Tamil Nadu,Debit Card,Foley Group
45461,Ducati,Panigale,94636,3,283908,Gregory Gilmore,Garzamouth,West Bengal,Debit Card,Schneider Inc
45237,Royal Enfield,Classic 350,263927,2,527854,Nicholas Black,East Michael,Karnataka,Online,"Kim, Gutierrez and Edwards"
45253,Yamaha,FZS,84902,2,169804,Joshua Hamilton,West Lisamouth,Delhi,EMI,Martinez-Rodriguez
45222,Harley-Davidson,Street 750,332711,2,665422,Elizabeth Ruiz,South Erinland,Rajasthan,Cash,Bates-Chavez
45253,Ducati,Panigale,170629,3,511887,Julie Martinez,West Brandonburgh,West Bengal,EMI,"Robertson, Brennan and Conrad"
45293,Harley-Davidson,Street 750,358671,1,358671,David Martinez,East Amy,Karnataka,Online,Cohen-Adams
45205,Suzuki,Access 125,410901,1,410901,Alyssa Moore,Ericshire,West Bengal,Cash,"Ellis, Hernandez and Braun"
45575,Royal Enfield,Bullet 350,407804,1,407804,Tracy Smith,East William,West Bengal,Debit Card,Simmons Ltd
45154,Royal Enfield,Himalayan,81072,3,243216,Michael Smith,Victoriaburgh,Tamil Nadu,Debit Card,Morris Group
45154,Kawasaki,Z650,80245,2,160490,Emily Butler,North Bradleyhaven,Tamil Nadu,Cash,Anderson Ltd
45353,Ducati,Scrambler,134698,3,404094,Michael Russo,Montoyaview,Tamil Nadu,EMI,Herring Ltd
45055,Yamaha,FZS,380721,1,380721,Alison Grimes,Carolynchester,Tamil Nadu,Debit Card,Watson-Clark
45731,Harley-Davidson,Forty-Eight,374141,1,374141,Michael Arnold,Williamsport,Tamil Nadu,Debit Card,Moore-Brown
45319,Harley-Davidson,Forty-Eight,410600,2,821200,Wayne Jordan,Kiddstad,West Bengal,Credit Card,"Gonzales, Stark and Fry"
45574,Ducati,Monster,171415,1,171415,Sharon Diaz,Mariaview,Delhi,Online,"Rowe, Freeman and Murphy"
45185,Royal Enfield,Himalayan,374909,1,374909,Marvin Mccullough,Christineville,Delhi,EMI,Kirby and Sons
45304,Ducati,Panigale,343765,1,343765,Robert Hubbard,New Lisachester,Rajasthan,Debit Card,"Zamora, Anderson and Marshall"
45072,Harley-Davidson,Street 750,318193,1,318193,David Higgins,Keithmouth,Delhi,Debit Card,Walker PLC
45752,Royal Enfield,Classic 350,297618,3,892854,Larry Ford,Port Nancyfurt,Delhi,Debit Card,"Hanson, Huerta and Taylor"
45112,Harley-Davidson,Street 750,460981,2,921962,Connie Kelley,Andersonland,Karnataka,Credit Card,Caldwell and Sons
45302,Royal Enfield,Bullet 350,309901,1,309901,Meghan Melendez,East Maxwell,Gujarat,Online,Hardin Inc
45059,Ducati,Scrambler,356278,1,356278,Sabrina Holt,North Katherinehaven,Rajasthan,Debit Card,"Thompson, Parks and Brown"
45165,Yamaha,MT-15,319656,3,958968,Zachary Holmes,Danielmouth,Rajasthan,Credit Card,Simpson-Juarez
45376,Royal Enfield,Bullet 350,476884,1,476884,Stacey Hogan,West Ashley,West Bengal,Debit Card,Cook-Cunningham
45496,Ducati,Monster,400057,3,1200171,Jeffery Hendricks,Wrightport,Delhi,Credit Card,Delgado Ltd
45516,Harley-Davidson,Street 750,227032,3,681096,Barbara Jordan,East Jillian,Rajasthan,Debit Card,Bennett-Powell
45144,Honda,Unicorn,158305,1,158305,Jillian Stewart,South Lisaview,Maharashtra,Credit Card,Barber-Richardson
45488,Kawasaki,Versys,91141,2,182282,Jake Perez,Moniquemouth,West Bengal,EMI,Hernandez-Lambert
45250,Suzuki,Intruder,237469,2,474938,Troy Campos,Murphyport,Karnataka,Online,Garcia-Christensen
45151,Suzuki,Intruder,402337,2,804674,Sierra Hughes,Diazmouth,Tamil Nadu,Online,Humphrey and Sons
45106,Kawasaki,Ninja 300,425331,2,850662,Brian Moss,Smithville,Delhi,Online,Ward Ltd
45366,Ducati,Monster,497789,1,497789,Mrs. Rachael Henry,Darrellton,West Bengal,Cash,Bell Group
45138,Yamaha,FZ,411424,3,1234272,Kenneth Andrews,Donnaberg,West Bengal,Credit Card,"Mckenzie, Gomez and Dillon"
45111,Royal Enfield,Bullet 350,104389,1,104389,Phillip Collins,Dayville,Tamil Nadu,Online,Chen-Morrison
45652,Honda,CB Shine,436834,1,436834,Amanda Schultz,New Catherine,West Bengal,Credit Card,"Gamble, Russo and Williams"
45300,Royal Enfield,Classic 350,477381,1,477381,Christine Williams,West Victoriaview,Rajasthan,EMI,Stewart and Sons
45691,Honda,CB Shine,497398,3,1492194,Natalie Smith,Duncanport,Rajasthan,Credit Card,Jacobson-Baker
45081,Honda,Hornet,487077,3,1461231,Lori Clark,Sarahchester,Tamil Nadu,Online,"Hernandez, Dennis and Jones"
45260,Yamaha,R15,238208,3,714624,Christopher Williams,Douglasburgh,Rajasthan,Debit Card,Hutchinson PLC
45239,Suzuki,Intruder,244634,3,733902,Brian Matthews,Heatherland,Gujarat,Credit Card,"Robbins, Hansen and Blanchard"
45503,Kawasaki,Versys,384169,3,1152507,Laura Osborn,West Karen,West Bengal,Debit Card,Mccarthy PLC
45299,Honda,Hornet,338647,3,1015941,Amanda Jenkins,North Deborah,Maharashtra,Debit Card,"Hernandez, Avery and Johnson"
45461,Honda,Unicorn,202420,1,202420,Mark Rodriguez,New Tylerton,Maharashtra,EMI,Wilson and Sons
45629,Harley-Davidson,Street 750,369965,2,739930,Keith Thomas,New Roberto,Tamil Nadu,EMI,Dyer PLC
45464,Yamaha,FZS,360577,1,360577,Douglas Barnett Jr.,Christieshire,Karnataka,EMI,"Morgan, Bell and Swanson"
45055,Ducati,Scrambler,229833,1,229833,Christopher Diaz,Fraziermouth,Rajasthan,Online,"Taylor, Larsen and Davis"
45612,Suzuki,Access 125,422002,3,1266006,Crystal Garcia,Rodriguezview,Rajasthan,Online,Frazier LLC
45373,Harley-Davidson,Forty-Eight,99720,1,99720,Amy Gomez,Pittmanfurt,Rajasthan,EMI,Robinson and Sons
45071,Ducati,Scrambler,186982,1,186982,Amy Mann,South Thomasshire,Tamil Nadu,Online,"Ramirez, Nelson and Baker"
45201,Yamaha,MT-15,222716,2,445432,Jacob Simon,Glennhaven,Rajasthan,Credit Card,Hendricks-Johnson
45742,Royal Enfield,Himalayan,326505,1,326505,Mary Frederick,Alexandriashire,Tamil Nadu,Cash,Holmes-Hayes
45487,Ducati,Scrambler,320807,3,962421,Cassandra Freeman,Cherylbury,Gujarat,Credit Card,"Rodgers, Bernard and Davis"
45476,Kawasaki,Z650,134513,2,269026,James Oneill,Hopkinsville,West Bengal,Credit Card,"Estrada, Russell and Brown"
45741,Honda,Unicorn,306307,3,918921,Elizabeth Singh,Derrickport,Karnataka,Debit Card,"Young, Murphy and Hodges"
45449,Ducati,Monster,310198,3,930594,Melissa Johnson,New Peterside,Delhi,Debit Card,"Mathis, Cochran and Wiley"
45408,Royal Enfield,Classic 350,249477,3,748431,Timothy Lowe,Popebury,Delhi,Cash,"Hart, Marsh and Haney"
45717,Ducati,Monster,464508,2,929016,Walter Hubbard,Allenland,West Bengal,Cash,Cohen and Sons
45235,Kawasaki,Z650,363575,3,1090725,Dr. Kara Sanders,Juantown,Delhi,Debit Card,Day LLC
45278,Suzuki,Gixxer,375454,1,375454,Marcus Ramos,South Danielle,West Bengal,Credit Card,Cruz-Perez
45408,Royal Enfield,Himalayan,136861,3,410583,Courtney Camacho,Joannfort,West Bengal,Online,Clark LLC
45287,Suzuki,Access 125,312154,1,312154,Emily Curry,Port Carlos,Rajasthan,Debit Card,Jacobs Inc
45394,Royal Enfield,Bullet 350,400750,2,801500,Andrew Randolph MD,North Timothyton,Gujarat,EMI,Moore-Moss
45628,Harley-Davidson,Street 750,437710,3,1313130,Melissa Wood,West Meganmouth,West Bengal,Cash,"Hughes, Andrews and Brown"
45504,Kawasaki,Versys,182980,2,365960,Norman Murillo,Paulchester,Rajasthan,Cash,Reyes-Perez
45281,Suzuki,Intruder,179718,2,359436,Travis Perez,Jamesfort,Delhi,EMI,Jenkins PLC
45380,Harley-Davidson,Iron 883,349183,2,698366,Virginia Patel,Moralesside,Rajasthan,Debit Card,Pierce-Randall
45231,Harley-Davidson,Iron 883,274649,1,274649,Jeffrey Kim,East Johnview,Tamil Nadu,Credit Card,Kennedy-Dennis
45680,Kawasaki,Z650,198301,2,396602,Kathleen Guerrero,Lake Stephanie,Karnataka,Cash,Kelley Inc
45575,Ducati,Monster,311345,1,311345,Eric Gomez,North Jennifer,Tamil Nadu,EMI,Harmon and Sons
45682,Honda,Hornet,168394,2,336788,Jordan Holmes,Hernandezfurt,Rajasthan,Cash,"Baker, Adams and Miller"
45255,Harley-Davidson,Street 750,383938,3,1151814,Jose Harris,Caseytown,Gujarat,Online,"Thomas, Melendez and Larson"
45472,Kawasaki,Ninja 300,104880,1,104880,Tina Lynch,Shaneport,Rajasthan,Debit Card,Pham and Sons
45043,Royal Enfield,Bullet 350,482027,3,1446081,Mr. Seth Holmes PhD,Adrianfurt,Tamil Nadu,Debit Card,West-Stokes
45664,Yamaha,FZ,359963,3,1079889,Olivia Alexander,Lake Kathleenfurt,Rajasthan,Cash,Hughes LLC
45291,Yamaha,FZ,311095,1,311095,Jennifer Erickson,South James,Rajasthan,Credit Card,Tucker-Moore
45383,Royal Enfield,Himalayan,367864,3,1103592,Anthony Fernandez,New Aaron,West Bengal,Debit Card,"Hernandez, Miller and Waters"
45656,Yamaha,FZS,137897,1,137897,Kathleen Gillespie,Robertsbury,Maharashtra,EMI,"Miller, Smith and Miller"
45720,Honda,CB Shine,163620,2,327240,Jennifer Hansen,Travisborough,Maharashtra,Credit Card,Berry-Doyle
45730,Kawasaki,Versys,453975,1,453975,Jessica Jenkins,Smithbury,West Bengal,Debit Card,Mercado Ltd
45353,Kawasaki,Versys,440062,2,880124,Jimmy House,Longmouth,Delhi,Online,Jimenez Inc
45161,Honda,CBR500R,345143,3,1035429,Christopher Griffin,Port Sharon,Tamil Nadu,Credit Card,"Shields, Robinson and Rivera"
45686,Honda,Unicorn,155703,3,467109,Caroline Sandoval,Coopershire,Gujarat,EMI,Murphy Ltd
45589,Yamaha,FZ,426366,1,426366,Angela Jones,North Larrytown,Gujarat,Credit Card,"Newman, Franklin and Brewer"
45126,Royal Enfield,Bullet 350,201124,3,603372,Donald Johnson,Lake Gary,Rajasthan,Debit Card,Burton Group
45166,Yamaha,R15,437898,3,1313694,Robert Henry,Lake Virginiachester,Tamil Nadu,Online,"Griffith, Johnston and Fox"
45114,Kawasaki,Z650,377374,2,754748,Derrick Williams,South Danielle,Maharashtra,Cash,"Ritter, Grant and Patterson"
45414,Royal Enfield,Bullet 350,236489,2,472978,Cheryl Schroeder,Josemouth,Gujarat,Online,Mckay and Sons
45410,Ducati,Monster,235910,1,235910,Monica Gutierrez,Sanchezmouth,Maharashtra,Cash,King Ltd
45580,Suzuki,Access 125,451811,2,903622,Johnny Kennedy,Torresburgh,West Bengal,Debit Card,"Duncan, Ryan and Hamilton"
45398,Royal Enfield,Classic 350,281209,1,281209,Alice Harris MD,Port Marktown,Maharashtra,Credit Card,Harper-Cortez
45444,Suzuki,Gixxer,409691,3,1229073,Nicholas Robles,Tinamouth,Delhi,Debit Card,Parks LLC
45225,Yamaha,FZ,233820,1,233820,Kenneth Escobar,West Stevenburgh,Karnataka,Online,Schultz LLC
45456,Suzuki,Gixxer,440737,2,881474,Jacob Torres,Philipmouth,Rajasthan,Credit Card,Doyle Group
45663,Suzuki,Access 125,138556,1,138556,Barbara Burke,West Austin,Tamil Nadu,Cash,Guerra-Hamilton
45667,Kawasaki,Ninja 300,351363,3,1054089,Christopher Gross,South Shannontown,Karnataka,EMI,"Lopez, Obrien and Zimmerman"
45309,Ducati,Scrambler,209458,1,209458,Donald Nichols,Port Ashleemouth,Maharashtra,Debit Card,Hall-Murphy
45143,Royal Enfield,Bullet 350,260153,1,260153,Susan Cunningham,Sandovalborough,Delhi,Credit Card,"Tanner, Armstrong and Briggs"
45476,Royal Enfield,Classic 350,161673,3,485019,Joshua Hayes,Watsontown,Karnataka,Debit Card,Bullock-Obrien
45522,Honda,CB Shine,223988,3,671964,Alan Rivera,Sarahmouth,Rajasthan,Cash,Hale PLC
45051,Royal Enfield,Himalayan,91568,2,183136,Richard Wong,Katherinebury,Delhi,EMI,Barber Group
45539,Kawasaki,Z650,440299,2,880598,Scott Mathis,Welchmouth,Delhi,Credit Card,Johnson Group
45084,Harley-Davidson,Street 750,483406,2,966812,Michael Rose,New Kevin,Delhi,Online,"Tran, Lynn and Garcia"
45286,Suzuki,Gixxer,289966,3,869898,Steven Thomas,Port Larry,West Bengal,Cash,Ball Group
45445,Honda,Hornet,96393,3,289179,Emily Peterson,Smithberg,Maharashtra,Cash,"Sullivan, Taylor and Lambert"
45689,Harley-Davidson,Forty-Eight,161263,3,483789,Mrs. Lisa Goodman MD,Oliverbury,West Bengal,Online,"Brewer, Fisher and Silva"
45220,Royal Enfield,Classic 350,249755,2,499510,Gabriel Hicks,Ayalaton,Tamil Nadu,Credit Card,Gibson and Sons
45422,Yamaha,FZ,151587,3,454761,Bill Brewer,Millerside,Gujarat,Cash,"Lewis, White and Spears"
45138,Kawasaki,Ninja 300,299576,3,898728,Monique Mullen,New Donald,Gujarat,Online,Phillips LLC
45139,Suzuki,Gixxer,425744,3,1277232,Jessica Nunez,North Shawn,West Bengal,Credit Card,Mcfarland-Hendricks
45092,Yamaha,MT-15,370687,1,370687,Aaron Ramsey,Grayport,Tamil Nadu,Debit Card,Gonzalez PLC
45664,Royal Enfield,Himalayan,407733,2,815466,Brooke Hernandez,Garciafurt,Delhi,EMI,Goodwin-Keller
45094,Ducati,Panigale,436599,3,1309797,Jeffery Solis,Jacobbury,Maharashtra,Cash,Smith-Watkins
45181,Honda,CBR500R,401823,1,401823,Hannah Riley,West Sandraland,Delhi,Credit Card,Terrell-Brown
45280,Harley-Davidson,Iron 883,277080,2,554160,Donna Rodriguez,North Brian,Delhi,Online,"Jones, Pearson and White"
45330,Harley-Davidson,Street 750,266514,1,266514,Catherine Dalton,Jenningsstad,Maharashtra,Online,"Baker, Lin and Payne"
45555,Ducati,Monster,233772,3,701316,Steve Stone,South Christophertown,Karnataka,Cash,Burgess-Bishop
45255,Royal Enfield,Himalayan,482725,2,965450,Mary Morris,Nicholasside,Delhi,Online,"Johnson, Barrera and Anderson"
45461,Yamaha,R15,162954,1,162954,Beth Pineda,Jimenezport,Gujarat,Credit Card,"Hawkins, Perez and Davis"
45260,Harley-Davidson,Street 750,474792,1,474792,Judith Anderson,New Pattychester,Rajasthan,Credit Card,"Andrews, Watkins and Thomas"
45299,Honda,CB Shine,485196,3,1455588,David Parker,Reidborough,Maharashtra,EMI,Hanna-Clark
45634,Royal Enfield,Himalayan,156058,1,156058,Larry Chen DDS,Meganmouth,Karnataka,Credit Card,"Garcia, Hurst and Scott"
45298,Honda,Unicorn,326060,1,326060,Julia Ramos,Solisfurt,Rajasthan,Debit Card,Harper Group
45106,Kawasaki,Versys,421633,3,1264899,Jessica Hensley MD,Port Alexandria,Karnataka,Credit Card,Berg PLC
45581,Royal Enfield,Classic 350,292817,3,878451,Caroline Thomas,West Catherineview,Maharashtra,Debit Card,Perry Group
45119,Suzuki,Access 125,421011,1,421011,Kara Olsen,Port Jenny,West Bengal,EMI,Robertson-Bowen
45217,Harley-Davidson,Iron 883,132152,1,132152,Kristopher Flowers,Saraland,Tamil Nadu,Cash,"Carter, Mcdaniel and Rose"
45419,Kawasaki,Versys,496352,3,1489056,Tiffany Gregory,Port Ryan,Maharashtra,Online,Santos LLC
45231,Honda,CBR500R,310998,3,932994,Taylor Dominguez,Smithhaven,Rajasthan,Online,Wilson-Wells
45611,Ducati,Panigale,96773,1,96773,Brianna Haney,Thomasshire,Gujarat,Online,"Rivas, Perez and Mclean"
45565,Royal Enfield,Bullet 350,184196,3,552588,Jennifer Brown,Andrewmouth,Delhi,EMI,"Acevedo, Johnson and Brown"
45062,Kawasaki,Ninja 300,91785,3,275355,Richard Wright,Mcfarlandport,Karnataka,EMI,"Weaver, Moreno and Carr"
45759,Yamaha,R15,392231,3,1176693,Michelle Johnson,West Jessica,Gujarat,Cash,Blanchard-Ruiz
45127,Royal Enfield,Himalayan,342888,2,685776,Rachel Valencia,Acostaport,Karnataka,Cash,Cervantes-Jones
45566,Honda,CB Shine,179930,1,179930,Edward Brown,Eduardoport,West Bengal,Online,"Pope, Dominguez and Weaver"
45423,Suzuki,Intruder,359117,3,1077351,Jessica Stone,East Jessicaton,West Bengal,Online,Brown Inc
45289,Royal Enfield,Classic 350,158216,2,316432,Dr. Brian Brown,Paulaborough,Delhi,Cash,Rogers LLC
45480,Harley-Davidson,Forty-Eight,440214,1,440214,Cody Mcdonald,New Rachel,Gujarat,EMI,Mccann Group
45155,Harley-Davidson,Iron 883,340533,2,681066,Richard Moore,Susanport,Delhi,EMI,Hunter Inc
45058,Royal Enfield,Bullet 350,323310,2,646620,Mrs. Natalie Page,North Michelleland,Tamil Nadu,Online,"Flores, Dominguez and Walker"
45695,Suzuki,Intruder,280807,2,561614,Norma Burton,East Xavier,Karnataka,Cash,Davila-Campbell
45483,Royal Enfield,Himalayan,206240,3,618720,Andrew Campbell,Abigailmouth,Rajasthan,Cash,"Parker, Pratt and Johnston"
45478,Kawasaki,Versys,259173,1,259173,Anthony Garcia,Fullertown,Maharashtra,Cash,"Byrd, Mckee and Davis"
